date,region,language,keyword,impressions,clicks,page_load_time_sec,conversions,revenue_usd
2026-01-08,APAC,EN,耐磨网球鞋,17350,784,2.39,6,468.75
2026-05-24,US,EN,discount sports shoes,16340,645,0.74,22,1417.84
2026-05-22,US,EN,affordable athletic footwear,3307,148,2.3,2,200.74
2026-04-25,US,EN,affordable athletic footwear,14071,1033,1.33,31,2060.69
2026-05-23,US,EN,running shoes online,18866,1153,1.34,22,2028.4
2026-04-02,US,EN,running shoes online,562,18,1.91,0,0.0
2026-04-08,US,EN,discount sports shoes,10736,854,1.91,14,1019.26
2026-03-07,APAC,ZH,cross-border sports sneakers,14744,322,6.86,1,73.9
2026-02-01,US,EN,running shoes online,6461,288,1.73,7,586.31
2026-03-27,APAC,EN,東京 マラソン 靴,15637,756,10.1,1,74.45
2026-02-20,US,EN,best marathon sneakers,10913,306,2.04,5,466.33
2026-06-02,US,EN,affordable athletic footwear,12304,306,1.85,6,530.6
2026-03-04,US,EN,buy gym shoes,13799,1003,2.94,14,1230.62
2026-05-05,APAC,ZH,ランニングシューズ 評価,11910,315,4.6,1,106.94
2026-05-30,US,EN,affordable athletic footwear,12064,851,5.06,8,675.88
2026-02-27,APAC,ZH,耐磨网球鞋,5744,110,8.24,0,0.0
2026-02-27,APAC,JP,跑步鞋推荐2026,10414,196,2.59,1,80.61
2026-03-27,APAC,ZH,跑步鞋推荐2026,16622,813,3.38,4,404.06
2026-02-18,US,EN,buy gym shoes,18550,1358,2.72,23,1519.0
2026-06-29,US,EN,discount sports shoes,11800,572,0.54,28,3266.2
2026-06-19,APAC,ZH,cross-border sports sneakers,18497,855,11.05,2,118.82
2026-03-11,APAC,EN,耐磨网球鞋,10980,197,3.3,1,85.0
2026-01-15,US,EN,running shoes online,5790,267,1.8,6,411.99
2026-02-23,APAC,ZH,耐磨网球鞋,4422,95,3.56,0,0.0
2026-04-11,APAC,JP,東京 マラソン 靴,10026,381,11.9,0,0.0
2026-01-08,APAC,ZH,耐磨网球鞋,15363,652,2.53,5,429.51
2026-02-22,US,EN,running shoes online,15198,528,2.64,10,923.35
2026-03-01,APAC,JP,cross-border sports sneakers,16152,280,10.31,0,0.0
2026-04-18,US,EN,running shoes online,6258,263,0.99,6,441.1
2026-01-05,APAC,EN,跑步鞋推荐2026,15741,409,3.8,2,204.14
2026-04-13,US,EN,discount sports shoes,4693,305,3.36,3,199.23
2026-01-06,US,EN,affordable athletic footwear,12980,609,0.98,15,1328.67
2026-04-19,APAC,EN,東京 マラソン 靴,11548,554,2.88,4,281.6
2026-04-26,US,EN,affordable athletic footwear,2328,74,0.79,3,303.86
2026-04-04,APAC,ZH,cross-border sports sneakers,2206,39,1.97,0,0.0
2026-02-16,APAC,EN,耐磨网球鞋,7422,170,6.44,0,0.0
2026-04-09,US,EN,discount sports shoes,15746,648,0.7,21,1341.46
2026-02-24,APAC,ZH,耐磨网球鞋,10818,522,8.21,1,88.02
2026-06-17,APAC,EN,耐磨网球鞋,4928,222,11.78,0,0.0
2026-02-21,US,EN,buy gym shoes,5803,446,1.87,9,811.56
2026-05-24,US,EN,discount sports shoes,18389,1075,2.6,21,1944.14
2026-01-13,APAC,EN,ランニングシューズ 評価,13316,639,3.81,2,146.09
2026-04-24,US,EN,running shoes online,868,50,2.44,0,0.0
2026-05-04,US,EN,buy gym shoes,15562,357,0.66,12,1135.58
2026-04-16,APAC,ZH,跑步鞋推荐2026,15049,547,23.54,0,0.0
2026-06-07,US,EN,affordable athletic footwear,10108,656,1.54,11,1042.9
2026-05-27,US,EN,affordable athletic footwear,1356,77,1.24,1,127.32
2026-05-25,US,EN,buy gym shoes,13301,878,4.44,11,1100.25
2026-04-30,US,EN,buy gym shoes,5063,153,2.23,2,130.64
2026-03-04,US,EN,running shoes online,9718,320,2.33,5,375.86
2026-01-19,US,EN,discount sports shoes,622,21,0.69,0,0.0
2026-04-02,US,EN,running shoes online,1609,89,1.39,1,102.64
2026-02-27,APAC,EN,跑步鞋推荐2026,958,15,3.23,0,0.0
2026-03-31,US,EN,best marathon sneakers,19015,1133,0.76,38,2964.74
2026-04-27,US,EN,best marathon sneakers,3505,95,4.07,0,0.0
2026-03-03,US,EN,best marathon sneakers,1169,72,1.14,1,59.07
2026-01-23,APAC,ZH,跑步鞋推荐2026,7794,303,14.85,0,0.0
2026-05-07,APAC,ZH,耐磨网球鞋,17313,314,14.64,0,0.0
2026-05-17,US,EN,best marathon sneakers,17203,898,1.45,17,1372.08
2026-05-20,APAC,JP,東京 マラソン 靴,768,16,3.59,0,0.0
2026-05-09,US,EN,buy gym shoes,2188,88,0.9,2,210.28
2026-02-27,US,EN,discount sports shoes,14444,446,1.69,8,687.1
2026-05-02,US,EN,best marathon sneakers,14954,962,1.25,26,2382.41
2026-01-01,US,EN,affordable athletic footwear,1401,30,1.55,0,0.0
2026-02-03,US,EN,discount sports shoes,3533,241,0.9,9,666.92
2026-04-06,US,EN,discount sports shoes,1655,103,1.07,2,187.49
2026-05-06,US,EN,affordable athletic footwear,10213,399,1.29,7,631.51
2026-04-28,APAC,EN,東京 マラソン 靴,1937,70,14.7,0,0.0
2026-02-17,APAC,EN,ランニングシューズ 評価,19250,346,6.09,1,72.69
2026-03-30,APAC,JP,東京 マラソン 靴,6288,284,6.1,1,96.63
2026-04-27,US,EN,running shoes online,18836,1082,0.77,42,3388.22
2026-05-09,APAC,ZH,跑步鞋推荐2026,4699,78,2.87,0,0.0
2026-01-16,US,EN,discount sports shoes,18950,1262,0.86,49,5415.77
2026-03-10,US,EN,best marathon sneakers,11549,408,0.7,13,928.16
2026-01-22,US,EN,discount sports shoes,18635,933,1.17,29,2973.17
2026-04-03,APAC,EN,cross-border sports sneakers,15587,716,12.07,1,80.24
2026-03-17,US,EN,affordable athletic footwear,15574,810,1.68,22,1873.59
2026-06-03,US,EN,affordable athletic footwear,2692,198,1.56,4,378.96
2026-05-24,US,EN,affordable athletic footwear,18773,1014,0.52,31,2472.4
2026-06-28,APAC,ZH,東京 マラソン 靴,16447,365,2.89,2,112.92
2026-03-27,APAC,JP,ランニングシューズ 評価,6709,159,6.16,0,0.0
2026-01-29,APAC,JP,ランニングシューズ 評価,18483,550,2.47,5,401.45
2026-03-10,US,EN,affordable athletic footwear,3497,111,3.83,1,90.34
2026-02-16,US,EN,affordable athletic footwear,8732,223,0.8,7,469.49
2026-04-04,APAC,ZH,耐磨网球鞋,3940,79,13.82,0,0.0
2026-05-24,US,EN,affordable athletic footwear,16014,990,1.83,19,1899.55
2026-06-25,APAC,ZH,cross-border sports sneakers,7117,174,12.33,0,0.0
2026-03-26,APAC,ZH,cross-border sports sneakers,15800,687,4.46,3,282.11
2026-02-08,US,EN,affordable athletic footwear,2768,92,1.09,2,153.4
2026-04-10,US,EN,discount sports shoes,8425,635,0.72,21,2133.57
2026-02-02,US,EN,discount sports shoes,15837,1216,0.73,52,4182.28
2026-04-11,APAC,JP,東京 マラソン 靴,7332,292,2.08,3,208.2
2026-01-23,US,EN,buy gym shoes,3646,75,0.82,2,194.31
2026-01-10,US,EN,running shoes online,19239,1110,1.23,26,1761.37
2026-03-10,US,EN,running shoes online,19241,1478,0.93,51,4283.74
2026-04-10,APAC,EN,耐磨网球鞋,4198,185,3.97,1,96.11
2026-02-03,US,EN,affordable athletic footwear,15812,722,1.21,22,1380.95
2026-06-29,US,EN,buy gym shoes,17618,1305,3.11,13,981.49
2026-05-18,APAC,ZH,cross-border sports sneakers,10910,309,6.84,1,78.69
2026-05-27,US,EN,discount sports shoes,18302,988,0.97,34,3680.34
2026-04-06,US,EN,discount sports shoes,9491,332,0.99,9,977.12
2026-01-01,APAC,ZH,耐磨网球鞋,6850,110,1.56,1,68.95
2026-03-10,US,EN,discount sports shoes,8074,230,3.08,3,164.08
2026-01-04,US,EN,discount sports shoes,17950,1036,2.25,16,1557.79
2026-01-16,APAC,ZH,ランニングシューズ 評価,3001,87,1.36,0,0.0
2026-01-24,APAC,ZH,耐磨网球鞋,8565,270,3.28,1,97.54
2026-03-21,US,EN,running shoes online,17325,1014,2.44,17,1572.23
2026-01-02,US,EN,running shoes online,4165,166,0.6,6,485.92
2026-05-08,US,EN,buy gym shoes,9011,442,0.78,18,1441.66
2026-06-09,US,EN,best marathon sneakers,16056,737,3.5,9,714.36
2026-03-25,US,EN,buy gym shoes,8360,210,4.11,2,181.75
2026-06-01,APAC,EN,ランニングシューズ 評価,16588,778,4.17,3,236.83
2026-05-20,APAC,JP,ランニングシューズ 評価,5433,87,14.34,0,0.0
2026-06-27,APAC,ZH,跑步鞋推荐2026,12126,359,1.38,3,172.28
2026-06-12,APAC,EN,cross-border sports sneakers,3320,106,2.58,0,0.0
2026-05-04,APAC,ZH,cross-border sports sneakers,9947,163,5.3,0,0.0
2026-02-02,APAC,JP,耐磨网球鞋,11331,448,3.36,2,222.75
2026-06-10,APAC,EN,cross-border sports sneakers,2139,65,8.27,0,0.0
2026-06-28,US,EN,best marathon sneakers,13463,1044,1.18,36,3451.65
2026-06-20,US,EN,discount sports shoes,6617,184,1.24,5,388.86
2026-04-11,US,EN,discount sports shoes,12597,404,0.77,16,1354.65
2026-01-12,APAC,JP,東京 マラソン 靴,3446,136,4.95,0,0.0
2026-03-08,US,EN,buy gym shoes,7006,231,0.74,9,888.52
2026-03-06,APAC,EN,跑步鞋推荐2026,993,24,4.15,0,0.0
2026-06-10,US,EN,discount sports shoes,7366,528,0.84,15,1411.37
2026-06-17,US,EN,best marathon sneakers,11226,304,0.96,11,890.96
2026-03-15,APAC,ZH,耐磨网球鞋,16876,838,3.8,4,315.31
2026-02-12,US,EN,buy gym shoes,6134,466,1.4,12,804.35
2026-02-13,APAC,ZH,東京 マラソン 靴,7472,279,8.04,0,0.0
2026-01-29,US,EN,best marathon sneakers,15296,535,1.11,18,1435.31
2026-05-21,US,EN,best marathon sneakers,12535,681,0.56,27,2404.77
2026-01-12,APAC,JP,跑步鞋推荐2026,14210,444,2.21,3,280.8
2026-04-05,APAC,ZH,ランニングシューズ 評価,14168,248,12.73,0,0.0
2026-02-15,APAC,JP,東京 マラソン 靴,7995,158,3.56,0,0.0
2026-05-10,US,EN,affordable athletic footwear,4884,191,2.67,3,269.06
2026-02-04,APAC,JP,東京 マラソン 靴,16669,460,6.25,2,207.26
2026-03-22,US,EN,best marathon sneakers,14325,1044,1.75,24,2482.8
2026-03-31,US,EN,best marathon sneakers,19318,1116,1.93,19,1909.98
2026-01-08,APAC,JP,東京 マラソン 靴,15213,265,5.88,1,104.68
2026-04-03,US,EN,affordable athletic footwear,12502,473,3.92,4,361.99
2026-06-03,US,EN,running shoes online,8336,427,1.15,10,867.12
2026-03-31,US,EN,buy gym shoes,14601,523,2.67,9,578.73
2026-06-11,APAC,ZH,跑步鞋推荐2026,4357,88,3.22,0,0.0
2026-04-25,US,EN,best marathon sneakers,8511,334,3.07,4,340.0
2026-04-15,APAC,ZH,cross-border sports sneakers,15702,333,2.78,2,124.52
2026-05-15,US,EN,best marathon sneakers,8450,598,0.85,22,2180.37
2026-02-27,APAC,ZH,東京 マラソン 靴,12630,501,2.5,5,459.27
2026-04-24,APAC,JP,ランニングシューズ 評価,4126,105,1.36,1,97.21
2026-03-16,US,EN,buy gym shoes,6694,376,1.65,9,756.39
2026-06-06,APAC,ZH,跑步鞋推荐2026,14903,328,1.73,4,269.45
2026-04-30,US,EN,discount sports shoes,3421,88,5.11,0,0.0
2026-06-13,US,EN,running shoes online,13557,958,1.69,24,2049.44
2026-01-21,US,EN,running shoes online,8888,632,3.11,10,986.85
2026-06-13,US,EN,affordable athletic footwear,6525,263,1.07,8,487.82
2026-05-18,APAC,EN,跑步鞋推荐2026,18015,583,5.42,2,162.31
2026-04-11,APAC,ZH,東京 マラソン 靴,17801,662,2.47,5,318.54
2026-06-01,US,EN,buy gym shoes,18907,425,1.71,11,906.4
2026-06-26,APAC,EN,東京 マラソン 靴,10811,289,4.93,1,93.41
2026-04-09,US,EN,running shoes online,12741,591,6.3,5,504.8
2026-02-05,US,EN,discount sports shoes,10553,575,2.15,13,860.98
2026-04-06,US,EN,discount sports shoes,11975,854,2.19,13,1212.6
2026-06-01,US,EN,best marathon sneakers,17661,1075,4.89,13,982.39
2026-05-31,US,EN,best marathon sneakers,19596,684,5.73,5,392.36
2026-02-06,US,EN,affordable athletic footwear,19643,946,0.78,30,3112.78
2026-01-12,US,EN,affordable athletic footwear,17356,795,3.7,11,766.1
2026-04-23,APAC,ZH,跑步鞋推荐2026,10898,500,7.85,1,82.32
2026-01-13,APAC,JP,東京 マラソン 靴,8328,196,3.74,1,83.87
2026-01-23,US,EN,best marathon sneakers,11499,262,8.49,1,116.78
2026-04-09,US,EN,running shoes online,7795,612,0.56,27,2240.59
2026-04-15,US,EN,affordable athletic footwear,12132,258,0.74,9,799.08
2026-01-30,US,EN,best marathon sneakers,19296,1395,0.63,38,2948.15
2026-01-17,US,EN,affordable athletic footwear,2010,83,0.69,2,181.4
2026-04-23,APAC,EN,耐磨网球鞋,16049,312,1.91,3,287.25
2026-03-03,US,EN,running shoes online,6001,144,1.89,2,218.16
2026-03-25,APAC,EN,東京 マラソン 靴,4686,102,4.16,0,0.0
2026-04-22,APAC,JP,耐磨网球鞋,5534,180,14.17,0,0.0
2026-03-27,US,EN,affordable athletic footwear,2019,68,4.29,0,0.0
2026-05-21,US,EN,running shoes online,14157,926,0.62,39,2349.11
2026-01-19,APAC,ZH,cross-border sports sneakers,7180,314,5.11,1,81.41
2026-06-26,US,EN,buy gym shoes,8346,310,2.49,6,500.24
2026-04-10,US,EN,discount sports shoes,12997,447,3.61,7,488.79
2026-05-20,APAC,EN,耐磨网球鞋,7435,183,2.13,1,91.79
2026-05-27,APAC,ZH,東京 マラソン 靴,4880,125,1.51,1,88.19
2026-03-17,US,EN,running shoes online,11515,364,0.95,9,752.22
2026-01-09,US,EN,best marathon sneakers,2328,91,3.14,1,54.36
2026-01-28,US,EN,running shoes online,2953,140,1.44,4,411.0
2026-05-08,APAC,ZH,東京 マラソン 靴,16029,443,9.4,1,104.98
2026-02-21,US,EN,discount sports shoes,13553,1009,1.35,32,1892.86
2026-03-24,US,EN,running shoes online,5870,467,1.47,9,657.18
2026-04-21,US,EN,best marathon sneakers,3615,89,2.17,1,73.32
2026-05-24,US,EN,buy gym shoes,18213,823,3.42,7,547.21
2026-04-27,APAC,ZH,東京 マラソン 靴,13459,576,1.67,8,577.93
2026-03-10,APAC,EN,cross-border sports sneakers,8363,279,3.14,2,199.36
2026-04-09,APAC,JP,東京 マラソン 靴,506,22,2.41,0,0.0
2026-05-20,US,EN,buy gym shoes,19415,1146,0.6,43,4669.62
2026-01-25,APAC,ZH,ランニングシューズ 評価,5692,225,3.55,1,92.13
2026-06-29,US,EN,discount sports shoes,11611,522,4.1,4,317.61
2026-05-03,US,EN,discount sports shoes,15099,1093,1.97,28,1798.59
2026-02-22,APAC,JP,耐磨网球鞋,13539,351,6.72,1,73.0
2026-05-31,US,EN,best marathon sneakers,2520,104,1.42,2,180.77
2026-05-24,US,EN,running shoes online,7689,492,2.15,10,884.31
2026-02-26,APAC,ZH,耐磨网球鞋,19600,851,1.69,11,988.69
2026-02-08,US,EN,discount sports shoes,17945,1292,1.1,28,2426.19
2026-04-19,US,EN,discount sports shoes,5319,259,1.45,6,508.21
2026-02-11,US,EN,discount sports shoes,19102,725,1.17,15,1258.83
2026-06-16,US,EN,discount sports shoes,5485,300,1.18,7,752.85
2026-05-22,US,EN,buy gym shoes,6484,459,2.19,7,564.59
2026-05-02,APAC,ZH,東京 マラソン 靴,9472,245,4.77,1,72.22
2026-05-13,US,EN,affordable athletic footwear,11327,371,1.35,11,959.03
2026-06-12,APAC,ZH,跑步鞋推荐2026,11332,514,10.02,1,89.22
2026-03-16,US,EN,affordable athletic footwear,7559,451,1.54,9,585.74
2026-05-26,APAC,EN,東京 マラソン 靴,19593,757,12.15,1,89.1
2026-03-17,US,EN,best marathon sneakers,19126,525,1.2,15,1081.99
2026-01-09,APAC,ZH,耐磨网球鞋,3960,124,3.99,0,0.0
2026-03-15,US,EN,best marathon sneakers,3075,239,4.25,2,218.99
2026-05-25,APAC,ZH,ランニングシューズ 評価,7066,198,3.14,1,89.07
2026-01-07,US,EN,buy gym shoes,6029,247,5.23,2,107.17
2026-06-23,US,EN,discount sports shoes,4692,324,5.85,3,170.44
2026-05-21,US,EN,best marathon sneakers,19742,579,1.6,12,1299.71
2026-06-17,APAC,ZH,cross-border sports sneakers,10934,420,8.76,0,0.0
2026-06-19,US,EN,affordable athletic footwear,9380,355,1.19,8,665.08
2026-05-17,APAC,JP,cross-border sports sneakers,6271,107,2.31,0,0.0
2026-06-27,APAC,ZH,cross-border sports sneakers,3558,81,2.34,0,0.0
2026-01-27,APAC,JP,耐磨网球鞋,17155,528,3.31,3,310.48
2026-05-02,US,EN,affordable athletic footwear,8896,703,0.62,30,2275.64
2026-01-05,US,EN,best marathon sneakers,18421,1216,3.21,19,1364.73
2026-01-29,APAC,ZH,耐磨网球鞋,4616,223,5.56,1,106.34
2026-06-14,APAC,ZH,耐磨网球鞋,867,19,4.29,0,0.0
2026-06-15,APAC,ZH,ランニングシューズ 評価,6736,307,3.74,1,82.12
2026-03-24,APAC,ZH,耐磨网球鞋,13386,257,7.2,0,0.0
2026-05-16,APAC,EN,耐磨网球鞋,7627,368,2.66,2,152.64
2026-04-19,APAC,ZH,耐磨网球鞋,7710,183,4.78,1,68.13
2026-03-06,US,EN,running shoes online,14290,897,2.04,14,1129.34
2026-03-27,APAC,EN,cross-border sports sneakers,13402,279,8.1,0,0.0
2026-05-25,US,EN,buy gym shoes,14006,964,0.53,47,5244.54
2026-03-12,US,EN,best marathon sneakers,7388,556,0.5,22,2399.45
2026-02-14,APAC,ZH,ランニングシューズ 評価,19874,904,2.53,6,399.97
2026-05-12,APAC,EN,跑步鞋推荐2026,15250,327,2.95,3,361.9
2026-02-05,US,EN,affordable athletic footwear,16278,551,3.86,6,670.27
2026-03-11,US,EN,running shoes online,2497,182,2.68,3,120.94
2026-06-08,US,EN,best marathon sneakers,1995,76,2.19,1,72.69
2026-01-19,US,EN,discount sports shoes,15686,321,3.25,5,376.65
2026-04-18,US,EN,buy gym shoes,11036,677,4.85,6,404.28
2026-06-16,APAC,JP,ランニングシューズ 評価,13479,375,3.6,2,165.12
2026-04-01,US,EN,buy gym shoes,14863,1051,1.47,24,1785.65
2026-03-31,US,EN,affordable athletic footwear,1273,54,3.05,0,0.0
2026-01-19,US,EN,running shoes online,4917,377,2.36,6,598.91
2026-02-08,US,EN,best marathon sneakers,9588,644,0.72,18,1483.01
2026-05-06,US,EN,affordable athletic footwear,3359,140,1.77,2,100.64
2026-06-22,US,EN,discount sports shoes,4773,285,0.81,9,765.0
2026-05-21,APAC,JP,跑步鞋推荐2026,11084,495,19.12,0,0.0
2026-05-06,APAC,JP,ランニングシューズ 評価,17872,563,12.39,1,73.19
2026-02-27,US,EN,running shoes online,12328,935,1.35,28,2258.27
2026-05-28,APAC,ZH,耐磨网球鞋,15320,383,10.2,1,55.69
2026-03-02,US,EN,best marathon sneakers,8288,236,1.95,6,623.0
2026-05-07,US,EN,running shoes online,4102,250,0.98,6,445.4
2026-04-15,APAC,ZH,跑步鞋推荐2026,5524,271,4.21,2,162.63
2026-06-16,US,EN,discount sports shoes,17981,1046,1.64,19,1228.56
2026-01-01,US,EN,discount sports shoes,2022,72,1.32,1,76.25
2026-05-11,US,EN,buy gym shoes,15304,576,0.84,14,1275.1
2026-04-02,APAC,JP,跑步鞋推荐2026,14667,488,4.37,2,198.51
2026-04-23,APAC,ZH,cross-border sports sneakers,16884,400,6.46,1,89.53
2026-06-02,APAC,ZH,東京 マラソン 靴,10564,194,4.57,1,98.32
2026-02-25,US,EN,best marathon sneakers,10007,302,1.31,9,722.09
2026-06-10,APAC,JP,cross-border sports sneakers,9619,422,4.31,2,139.87
2026-06-15,APAC,ZH,ランニングシューズ 評価,836,29,7.51,0,0.0
2026-04-27,APAC,JP,跑步鞋推荐2026,12152,332,6.26,1,108.0
2026-05-14,APAC,ZH,ランニングシューズ 評価,15114,370,9.75,0,0.0
2026-02-27,US,EN,best marathon sneakers,6854,252,2.07,4,328.22
2026-02-13,US,EN,buy gym shoes,3826,290,4.69,2,153.81
2026-06-22,APAC,JP,跑步鞋推荐2026,16763,260,2.09,2,146.85
2026-06-09,US,EN,best marathon sneakers,19365,1336,1.44,37,2983.49
2026-06-22,US,EN,discount sports shoes,8044,577,1.56,13,1105.03
2026-03-02,APAC,JP,cross-border sports sneakers,15012,731,12.54,1,115.2
2026-02-16,US,EN,buy gym shoes,12464,803,1.74,13,1294.54
2026-05-29,US,EN,discount sports shoes,14945,592,2.77,7,587.35
2026-03-21,US,EN,affordable athletic footwear,2195,168,2.92,2,161.5
2026-04-28,US,EN,running shoes online,13926,1112,0.61,50,4158.51
2026-06-13,APAC,ZH,cross-border sports sneakers,11659,394,5.08,1,81.61
2026-05-27,US,EN,buy gym shoes,18646,882,4.19,8,812.29
2026-01-20,US,EN,running shoes online,4267,169,1.35,4,381.43
2026-05-26,US,EN,affordable athletic footwear,6943,412,3.99,5,363.66
2026-02-16,APAC,ZH,跑步鞋推荐2026,12203,447,4.99,1,93.84
2026-02-18,US,EN,running shoes online,10329,291,2.21,6,576.46
2026-01-14,US,EN,affordable athletic footwear,4850,186,1.08,6,409.13
2026-05-23,US,EN,buy gym shoes,10817,357,1.92,8,587.76
2026-06-08,US,EN,running shoes online,17074,597,0.85,23,2081.19
2026-01-01,US,EN,affordable athletic footwear,5889,372,4.19,4,302.29
2026-04-27,US,EN,best marathon sneakers,6717,367,6.29,2,148.26
2026-02-23,US,EN,best marathon sneakers,6069,447,3.07,6,421.0
2026-04-28,US,EN,discount sports shoes,4239,195,1.5,3,121.33
2026-01-03,APAC,EN,cross-border sports sneakers,9846,271,5.77,0,0.0
2026-05-24,US,EN,running shoes online,1906,76,1.36,2,165.36
2026-01-12,APAC,ZH,cross-border sports sneakers,675,25,19.59,0,0.0
2026-03-15,US,EN,running shoes online,13625,859,3.13,14,834.81
2026-01-16,US,EN,best marathon sneakers,10106,323,1.44,8,679.37
2026-04-12,APAC,EN,耐磨网球鞋,16523,808,3.73,4,350.73
2026-06-01,US,EN,best marathon sneakers,14002,1012,2.62,12,1173.84
2026-06-05,APAC,JP,東京 マラソン 靴,18907,544,2.84,3,302.72
2026-04-27,US,EN,best marathon sneakers,3426,267,2.21,6,545.51
2026-01-08,US,EN,discount sports shoes,3464,152,1.89,2,122.79
2026-05-02,US,EN,buy gym shoes,7530,425,5.38,4,337.53
2026-04-02,US,EN,best marathon sneakers,3225,232,1.28,6,468.32
2026-06-13,US,EN,best marathon sneakers,7765,369,2.55,5,468.11
2026-03-31,US,EN,discount sports shoes,5929,402,2.7,8,641.92
2026-05-16,APAC,ZH,cross-border sports sneakers,14765,730,11.5,1,85.0
2026-03-01,US,EN,discount sports shoes,17846,530,1.86,9,795.08
2026-06-27,US,EN,affordable athletic footwear,15226,994,2.21,20,1963.2
2026-01-28,US,EN,running shoes online,10993,626,2.57,7,534.25
2026-04-11,APAC,ZH,cross-border sports sneakers,2829,118,5.14,0,0.0
2026-02-10,APAC,ZH,耐磨网球鞋,18619,279,12.07,0,0.0
2026-06-04,US,EN,running shoes online,7437,373,3.68,5,527.17
2026-05-25,US,EN,buy gym shoes,19216,887,1.33,17,1640.56
2026-06-10,US,EN,running shoes online,13360,323,0.72,9,696.0
2026-06-06,US,EN,best marathon sneakers,4974,189,1.57,5,444.99
2026-05-21,US,EN,running shoes online,15924,422,0.97,16,1578.29
2026-02-15,APAC,ZH,耐磨网球鞋,6660,140,2.9,1,78.22
2026-02-04,APAC,EN,ランニングシューズ 評価,15538,268,2.91,2,211.43
2026-05-14,US,EN,running shoes online,18546,869,3.62,8,680.57
2026-03-23,US,EN,buy gym shoes,9676,224,1.7,5,459.91
2026-04-25,US,EN,running shoes online,19554,1062,0.51,52,3756.29
2026-02-16,US,EN,discount sports shoes,1964,97,0.65,2,190.62
2026-06-02,US,EN,buy gym shoes,2472,100,5.36,1,65.61
2026-01-10,US,EN,running shoes online,17512,446,4.22,5,468.59
2026-02-25,APAC,ZH,耐磨网球鞋,11570,300,11.79,0,0.0
2026-01-30,US,EN,running shoes online,757,21,4.05,0,0.0
2026-04-19,US,EN,affordable athletic footwear,755,34,1.79,0,0.0
2026-01-05,US,EN,discount sports shoes,13513,552,0.5,19,1415.82
2026-04-29,APAC,JP,耐磨网球鞋,4485,146,4.38,0,0.0
2026-02-02,APAC,ZH,ランニングシューズ 評価,10067,158,3.43,1,89.86
2026-04-28,US,EN,affordable athletic footwear,12391,376,2.74,6,584.78
